Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
29/06/2020 00:00:20,0.000043,1.663834E-03,-2.76379E-05,8.742959E-04,-4.581277E-05,3.645316E-05,2.834846E-04,2.487772E-07,37.52544,18.18091, 175
29/06/2020 00:00:41,4.42381E-05,1.653751E-03,-2.152612E-05,8.738872E-04,-4.032963E-05,2.441764E-05,2.863119E-04,2.450131E-07,37.52832,18.18086, 175
29/06/2020 00:01:01,0.0000442,1.675659E-03,-3.223791E-05,8.818856E-04,-3.661877E-05,4.024777E-05,2.821047E-04,2.425012E-07,37.52781,18.18088, 175
29/06/2020 00:01:21,0.0000429,1.662484E-03,-2.730621E-05,8.831127E-04,-4.135451E-05,2.895536E-05,2.791671E-04,2.40886E-07,37.52447,18.18085, 175
29/06/2020 00:01:41,0.0000437,1.662685E-03,-2.105767E-05,8.739292E-04,-4.220089E-05,3.029262E-05,2.825428E-04,2.394113E-07,37.51296,18.18089, 175
29/06/2020 00:02:01,4.485E-05,1.662635E-03,-1.803668E-05,8.71897E-04,-4.141496E-05,3.925721E-05,2.838412E-04,2.38338E-07,37.50549,18.1808, 175
29/06/2020 00:02:21,0.0000447,1.678626E-03,-2.402701E-05,8.770542E-04,-3.873474E-05,5.431375E-05,2.838087E-04,2.379478E-07,37.70071,18.18094, 175
29/06/2020 00:02:41,4.375E-05,1.677369E-03,-2.345896E-05,8.726064E-04,-4.498188E-05,4.633973E-05,2.852856E-04,2.373747E-07,37.63071,18.18089, 175
29/06/2020 00:03:01,0.0000433,1.67234E-03,-3.226372E-05,8.7391E-04,-3.595375E-05,4.569586E-05,2.887262E-04,2.37816E-07,37.58379,18.18091, 175
29/06/2020 00:03:21,4.325E-05,1.66706E-03,-2.911363E-05,8.841671E-04,-3.869443E-05,5.362036E-05,2.859672E-04,2.383814E-07,37.56008,18.18083, 175
