Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
30/06/2020 00:00:22,4.239025E-05,1.881851E-03,-2.72552E-05,7.838456E-04,-3.376159E-05,5.161266E-05,3.007026E-04,1.385968E-07,37.79035,18.18114, 175
30/06/2020 00:00:42,0.0000426,1.882542E-03,-2.495655E-05,7.773401E-04,-2.358036E-05,6.555663E-05,3.005086E-04,1.385723E-07,37.77942,18.18115, 175
30/06/2020 00:01:02,4.215E-05,1.874144E-03,-2.746113E-05,7.79219E-04,-3.317276E-05,4.014872E-05,2.999081E-04,1.489602E-07,37.78038,18.18112, 175
30/06/2020 00:01:22,0.0000418,1.882039E-03,-2.542132E-05,7.80887E-04,-3.041192E-05,4.336804E-05,3.0627E-04,1.623187E-07,37.77976,18.18115, 175
30/06/2020 00:01:42,4.205E-05,1.881033E-03,-2.766769E-05,7.796408E-04,-2.660318E-05,5.431375E-05,3.074872E-04,1.791232E-07,37.7728,18.18114, 175
30/06/2020 00:02:02,4.265E-05,1.887269E-03,-2.180646E-05,7.844146E-04,-2.861839E-05,5.832553E-05,3.122099E-04,1.892063E-07,37.76994,18.18106, 175
30/06/2020 00:02:22,0.0000434,1.873792E-03,-2.606683E-05,7.796024E-04,-2.801382E-05,5.847411E-05,3.1307E-04,1.985596E-07,37.76242,18.18114, 175
30/06/2020 00:02:42,4.395E-05,1.867707E-03,-2.247779E-05,7.81328E-04,-2.557542E-05,5.223357E-05,3.051664E-04,1.991234E-07,37.75972,18.18114, 175
30/06/2020 00:03:03,4.505E-05,1.874094E-03,-3.141165E-05,7.784905E-04,-2.446706E-05,6.104958E-05,3.150338E-04,1.992276E-07,37.75119,18.18115, 175
30/06/2020 00:03:22,4.436842E-05,1.872757E-03,-1.912657E-05,7.845327E-04,-2.456251E-05,6.535591E-05,3.116385E-04,1.985441E-07,37.74729,18.18112, 175
30/06/2020 00:03:42,4.465E-05,1.874345E-03,-1.9715E-05,7.786247E-04,-2.39028E-05,6.248589E-05,3.153097E-04,1.940332E-07,37.74099,18.18115, 175
30/06/2020 00:04:02,4.435E-05,1.884855E-03,-2.531803E-05,7.791423E-04,-3.095603E-05,5.624535E-05,3.033812E-04,1.804671E-07,37.73237,18.18112, 175
30/06/2020 00:04:22,0.0000439,1.872786E-03,-2.296838E-05,7.770142E-04,-3.109709E-05,6.149533E-05,3.065621E-04,1.555613E-07,37.71402,18.18117, 175
