Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
03/06/2020 12:51:30,0.000042,1.057747,5.145797,9.209324,17.11567,23.92424,25.2366,6.726718E-02,37.52795,18.18012, 175
03/06/2020 12:51:50,4.145E-05,1.090364,5.299837,9.487681,17.66175,24.7694,26.15256,7.000224E-02,37.58444,18.18021, 175
03/06/2020 12:52:10,0.0000418,1.120357,5.442622,9.741945,18.15227,25.50151,26.9341,7.210727E-02,37.29148,18.18007, 175
03/06/2020 12:52:30,0.0000417,1.145012,5.55525,9.941413,18.51736,25.99829,27.44828,7.327241E-02,37.4689,18.18018, 175
03/06/2020 12:52:50,4.165E-05,1.161184,5.621858,10.05324,18.68307,26.12337,27.53865,7.284535E-02,37.48716,18.18016, 175
03/06/2020 12:53:10,0.0000406,1.167191,5.635525,10.06773,18.63915,25.88408,27.22528,7.112702E-02,37.51712,18.18018, 175
03/06/2020 12:53:30,4.015E-05,1.166348,5.617937,10.02235,18.47956,25.48514,26.75212,6.917767E-02,37.56715,18.18024, 175
03/06/2020 12:53:50,0.0000419,1.161554,5.583929,9.948292,18.28136,25.07369,26.27756,6.754029E-02,37.48474,18.18028, 175
03/06/2020 12:54:10,0.0000416,1.154163,5.538263,9.859652,18.07631,24.70529,25.86976,6.639826E-02,37.50038,18.18024, 175
03/06/2020 12:54:30,0.0000413,1.146112,5.492014,9.773045,17.8989,24.4389,25.58779,6.587438E-02,37.5183,18.18018, 175
03/06/2020 12:54:50,4.215E-05,1.139407,5.454696,9.705053,17.7828,24.31715,25.48329,6.609116E-02,37.54988,18.18024, 175
03/06/2020 12:55:10,4.365E-05,1.13666,5.439745,9.680965,17.78173,24.45364,25.68144,6.793854E-02,37.59494,18.18025, 175
03/06/2020 12:55:30,0.0000433,1.140318,5.459051,9.724913,17.95584,24.99777,26.37554,7.347043E-02,37.54835,18.18028, 175
03/06/2020 12:55:50,0.0000437,1.149652,5.509389,9.83251,18.29885,25.95097,27.58526,8.250308E-02,37.58654,18.18039, 175
03/06/2020 12:56:10,4.395E-05,1.136313,5.428061,9.669971,17.89191,24.99772,26.39229,7.288151E-02,37.59175,18.18031, 175
03/06/2020 12:56:30,4.385E-05,1.133731,5.407561,9.629646,17.81401,24.86058,26.22963,7.120591E-02,37.61831,18.18036, 175
03/06/2020 12:56:50,0.0000431,1.131619,5.388778,9.592016,17.73973,24.74407,26.09892,0.0701265,37.59222,18.18034, 175
03/06/2020 12:57:10,0.0000436,1.126891,5.355425,9.52831,17.60086,24.51126,25.83766,6.914192E-02,37.61325,18.18034, 175
03/06/2020 12:57:30,0.000044,1.118296,5.304103,9.427781,17.37345,24.10911,25.3849,0.0675897,37.63186,18.18037, 175
03/06/2020 12:57:50,4.395E-05,1.106057,5.236761,9.297856,17.08826,23.5991,24.81669,6.573918E-02,37.6513,18.18037, 175
03/06/2020 12:58:10,4.375E-05,1.092137,5.162894,9.161394,16.79395,23.08446,24.2444,6.393503E-02,37.66618,18.18039, 175
03/06/2020 12:58:30,0.0000435,1.078141,5.092196,9.034209,16.53028,22.64717,23.76411,6.253103E-02,37.68039,18.18049, 175
03/06/2020 12:58:50,0.0000439,1.066868,5.038901,8.940318,16.35105,22.37714,23.47747,6.182987E-02,37.72517,18.18048, 175
03/06/2020 12:59:10,0.0000442,1.060528,5.011116,8.895247,16.28323,22.31537,23.42639,6.196838E-02,37.76121,18.18039, 175
03/06/2020 12:59:30,4.415E-05,1.060193,5.011346,8.901767,16.32463,22.44548,23.58891,6.278872E-02,37.62368,18.18042, 175
03/06/2020 12:59:50,4.445E-05,1.064602,5.033874,8.945386,16.43635,22.68868,23.86952,6.393851E-02,37.71281,18.18045, 175
03/06/2020 13:00:10,4.435E-05,1.070455,5.0598,8.994577,16.54779,22.89901,24.10849,6.477189E-02,37.73212,18.18034, 175
03/06/2020 13:00:30,4.465E-05,1.077156,5.088869,9.047348,16.65892,23.09538,24.33,6.550385E-02,37.74367,18.18043, 175
03/06/2020 13:00:50,4.545E-05,1.084378,5.119256,9.102219,16.77396,23.29494,24.55668,6.627104E-02,37.76365,18.1803, 175
03/06/2020 13:01:10,4.465E-05,1.092829,5.157061,9.169251,16.91752,23.55303,24.85118,6.732485E-02,37.76252,18.18042, 175
03/06/2020 13:01:30,4.455E-05,1.103647,5.206639,9.258787,17.11857,23.936,25.28809,6.900086E-02,37.78339,18.18043, 175
03/06/2020 13:01:50,0.0000454,1.118299,5.273849,9.384527,17.39782,24.47022,25.89886,7.136242E-02,37.79301,18.1804, 175
03/06/2020 13:02:10,4.431579E-05,1.138434,5.366304,9.555196,17.78207,25.19119,26.72287,7.449335E-02,37.77179,18.18043, 175
03/06/2020 13:02:30,0.000043,1.163242,5.478666,9.759444,18.22735,25.99998,27.63558,7.762862E-02,37.81042,18.18042, 175
03/06/2020 13:02:50,4.335E-05,1.195997,5.62724,10.02472,18.79523,27.00497,28.75952,8.131875E-02,37.8079,18.18039, 175
03/06/2020 13:03:10,0.000043,1.257707,5.91065,10.53843,19.91452,29.03012,31.03899,8.915508E-02,37.81496,18.18036, 175
03/06/2020 13:03:30,4.175E-05,1.326113,6.219446,11.09398,21.11165,31.18497,33.46301,9.753266E-02,37.81281,18.18042, 175
03/06/2020 13:03:50,4.255E-05,1.329359,6.212754,11.05951,20.94015,30.67774,32.83322,9.395667E-02,37.81696,18.1804, 175
03/06/2020 13:04:10,0.0000433,1.358603,6.330215,11.2557,21.2961,31.17895,33.35637,9.477544E-02,37.81342,18.18034, 175
03/06/2020 13:04:30,0.0000434,1.414869,6.575209,11.6863,22.18865,32.71844,35.06792,0.1003549,37.81845,18.18028, 175
03/06/2020 13:04:50,4.405E-05,1.457538,6.757578,12.0042,22.84174,33.86794,36.36892,0.1054813,37.82298,18.18036, 175
