Software Version: bsiprrinterface version 3.0.14, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,1,2,5,6,10,17,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,lamp V-032,solar calibration completed 3/24/16,solar calibration completed 3/24/16,lamp calibration completed 3/28/16,lamp calibration completed 3/28/16,lamp calibration completed 3/28/16,lamp calibration completed 3/28/16,lamp calibration completed 3/28/16,n/a,n/a
2/19/2020 12:20:04 AM,-0.0000079,2.438274E-04,1.588988E-04,2.001742E-04,2.358396E-04,2.851428E-04,2.053485E-04,4.425378E-07,39.99816,18.12091, 175, 2.20145566386054E-04, 2.20145566386054E-04, 2.20145566386054E-04, 2.20145566386054E-04
2/19/2020 12:20:24 AM,-7.55E-06,1.514101E-04,4.079396E-05,6.755687E-05,8.524009E-05,9.602117E-05,5.022368E-05,4.465184E-07,39.9981,18.12097, 175, 1.28930207949816E-04, 1.28930207949816E-04, 1.28930207949816E-04, 1.28930207949816E-04
2/19/2020 12:20:44 AM,-0.000006,1.524545E-04,3.608015E-05,6.407373E-05,7.912374E-05,1.19627E-04,5.294348E-05,4.460092E-07,39.99761,18.12093, 175, 1.29160649889673E-04, 1.29160649889673E-04, 1.29160649889673E-04, 1.29160649889673E-04
2/19/2020 12:21:04 AM,-6.05E-06,1.488242E-04,4.409055E-05,6.70466E-05,9.971223E-05,1.358456E-04,5.692791E-05,4.528476E-07,39.99042,18.12102, 175, 1.27311887111864E-04, 1.27311887111864E-04, 1.27311887111864E-04, 1.27311887111864E-04
2/19/2020 12:21:24 AM,-0.0000076,1.848786E-04,1.178479E-04,1.395491E-04,1.955029E-04,2.313244E-04,1.122076E-04,4.485637E-07,39.98252,18.12099, 175, 1.66510801429831E-04, 1.66510801429831E-04, 1.66510801429831E-04, 1.66510801429831E-04
2/19/2020 12:21:44 AM,-0.0000075,1.484263E-04,2.708385E-05,6.121179E-05,6.970842E-05,9.907604E-05,4.507856E-05,4.479177E-07,39.97216,18.12088, 175, 1.24900719779544E-04, 1.24900719779544E-04, 1.24900719779544E-04, 1.24900719779544E-04
2/19/2020 12:22:04 AM,-0.0000079,1.630471E-04,9.849967E-05,1.184284E-04,1.736141E-04,1.954435E-04,9.318625E-05,4.551963E-07,39.9549,18.12091, 175, 1.46231660412741E-04, 1.46231660412741E-04, 1.46231660412741E-04, 1.46231660412741E-04
2/19/2020 12:22:24 AM,-0.0000109,1.356954E-04,2.72687E-05,5.082893E-05,6.966026E-05,9.629889E-05,4.824878E-05,4.604671E-07,40.09513,18.12088, 175, 1.14321472196571E-04, 1.14321472196571E-04, 1.14321472196571E-04, 1.14321472196571E-04
2/19/2020 12:22:44 AM,-0.0000086,1.550902E-04,5.977245E-05,8.723549E-05,1.091757E-04,1.354568E-04,6.934895E-05,4.895091E-07,40.03115,18.12093, 175, 1.34530127101243E-04, 1.34530127101243E-04, 1.34530127101243E-04, 1.34530127101243E-04
2/19/2020 12:23:04 AM,-7.65E-06,1.269926E-04,2.477316E-05,5.260378E-05,6.542216E-05,1.041305E-04,4.921891E-05,4.750383E-07,40.01637,18.12099, 175, 1.07089385262407E-04, 1.07089385262407E-04, 1.07089385262407E-04, 1.07089385262407E-04
2/19/2020 12:23:24 AM,-7.45E-06,1.494707E-04,3.530992E-05,6.591514E-05,7.946086E-05,1.124064E-04,5.853901E-05,4.883948E-07,40.01528,18.12099, 175, 1.26752040692372E-04, 1.26752040692372E-04, 1.26752040692372E-04, 1.26752040692372E-04
2/19/2020 12:23:44 AM,-0.0000067,1.955707E-04,1.212985E-04,1.3702E-04,1.771779E-04,2.101624E-04,1.180803E-04,4.882314E-07,40.01337,18.12102, 175, 1.75110501083691E-04, 1.75110501083691E-04, 1.75110501083691E-04, 1.75110501083691E-04
2/19/2020 12:24:04 AM,-0.0000065,1.405192E-04,2.763842E-05,5.238193E-05,6.835994E-05,1.040194E-04,5.010241E-05,4.757456E-07,40.01175,18.12106, 175, 1.18274601367739E-04, 1.18274601367739E-04, 1.18274601367739E-04, 1.18274601367739E-04
2/19/2020 12:24:24 AM,-0.0000058,1.467355E-04,3.361541E-05,5.446737E-05,7.199603E-05,1.037417E-04,4.92882E-05,4.668693E-07,40.10224,18.12102, 175, 1.2392904600747E-04, 1.2392904600747E-04, 1.2392904600747E-04, 1.2392904600747E-04
2/19/2020 12:24:44 AM,-6.55E-06,1.473323E-04,2.680657E-05,5.759554E-05,6.903418E-05,1.023531E-04,4.662036E-05,4.662583E-07,40.05337,18.12094, 175, 1.23868522888188E-04, 1.23868522888188E-04, 1.23868522888188E-04, 1.23868522888188E-04
2/19/2020 12:25:04 AM,-0.0000072,1.954712E-04,1.421872E-04,1.509082E-04,2.03666E-04,2.464876E-04,1.274697E-04,5.144586E-07,40.03152,18.12106, 175, 1.77680149619118E-04, 1.77680149619118E-04, 1.77680149619118E-04, 1.77680149619118E-04
2/19/2020 12:25:24 AM,-7.25E-06,1.432047E-04,2.501963E-05,5.333591E-05,6.982882E-05,1.000758E-04,4.857793E-05,4.679011E-07,40.03334,18.12102, 175, 1.20256393662021E-04, 1.20256393662021E-04, 1.20256393662021E-04, 1.20256393662021E-04
2/19/2020 12:25:44 AM,-0.0000082,1.504156E-04,1.938154E-05,5.402366E-05,6.679473E-05,1.110734E-04,4.909764E-05,4.706338E-07,40.03133,18.12103, 175, 1.25549371658053E-04, 1.25549371658053E-04, 1.25549371658053E-04, 1.25549371658053E-04
2/19/2020 12:26:04 AM,-1.015E-05,1.42956E-04,2.270894E-05,5.402366E-05,6.941946E-05,1.231262E-04,4.618727E-05,4.741915E-07,40.0209,18.12103, 175, 1.19867983000222E-04, 1.19867983000222E-04, 1.19867983000222E-04, 1.19867983000222E-04
2/19/2020 12:26:24 AM,-1.115E-05,1.968139E-04,1.251497E-04,1.445409E-04,1.915297E-04,2.11551E-04,1.10354E-04,4.733014E-07,39.92529,18.12117, 175, 1.76885600820242E-04, 1.76885600820242E-04, 1.76885600820242E-04, 1.76885600820242E-04
2/19/2020 12:26:44 AM,-0.0000083,1.415635E-04,3.078096E-05,5.58207E-05,7.42114E-05,9.929822E-05,4.842202E-05,4.725879E-07,39.92332,18.12112, 175, 1.19582938382882E-04, 1.19582938382882E-04, 1.19582938382882E-04, 1.19582938382882E-04
2/19/2020 12:27:04 AM,-8.25E-06,3.35462E-04,3.680497E-04,9.384681E-05,1.267694E-04,4.505533E-04,2.300428E-04,5.099927E-07,40.02652,18.12137, 175, 3.07662618353788E-04, 3.07662618353788E-04, 3.07662618353788E-04, 3.07662618353788E-04
