Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
09/06/2020 00:00:22,4.436585E-05,2.079444E-03,-3.229332E-05,6.462647E-04,-4.943107E-05,1.62665E-05,2.827791E-04,5.392223E-08,37.60234,18.17931, 175
09/06/2020 00:00:42,0.0000446,2.091788E-03,-3.345146E-05,6.437106E-04,-4.943549E-05,1.731626E-05,2.838087E-04,5.393166E-08,37.63528,18.1796, 175
09/06/2020 00:01:02,0.0000454,2.095559E-03,-3.352893E-05,6.43749E-04,-4.713816E-05,1.231392E-05,2.844092E-04,5.401833E-08,37.64714,18.17963, 175
09/06/2020 00:01:22,4.484211E-05,2.104502E-03,-3.701061E-05,6.420134E-04,-5.309363E-05,2.416938E-05,2.813837E-04,5.396714E-08,37.65919,18.17971, 175
09/06/2020 00:01:42,4.455E-05,2.09571E-03,-3.231537E-05,6.446309E-04,-5.300242E-05,1.454268E-05,2.829323E-04,5.394117E-08,37.66848,18.17967, 175
09/06/2020 00:02:02,0.0000444,2.09747E-03,-3.624007E-05,6.443241E-04,-5.153131E-05,5.330457E-06,2.811633E-04,5.379237E-08,37.67199,18.17963, 175
09/06/2020 00:02:22,0.0000432,2.100085E-03,-2.851977E-05,6.37959E-04,-4.995945E-05,4.290367E-06,2.806765E-04,5.407892E-08,37.72449,18.17967, 175
09/06/2020 00:02:42,0.0000427,2.100135E-03,-4.341815E-05,6.409498E-04,-5.173283E-05,-4.872333E-06,2.856751E-04,5.41437E-08,37.71601,18.17972, 175
09/06/2020 00:03:02,0.0000432,2.091134E-03,-3.321908E-05,6.551755E-04,-4.875032E-05,7.243428E-07,2.856913E-04,5.424673E-08,37.73165,18.17974, 175
09/06/2020 00:03:22,0.0000439,2.107729E-03,-3.053376E-05,6.352366E-04,-5.461458E-05,6.252866E-07,2.864054E-04,5.431682E-08,37.74308,18.17972, 175
09/06/2020 00:03:42,0.000045,2.098778E-03,-3.574948E-05,6.420235E-04,-5.139025E-05,8.401199E-06,2.819748E-04,5.429162E-08,37.75541,18.17967, 175
