Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
10/06/2020 00:00:20,4.484211E-05,2.191764E-03,-1.629991E-05,8.396778E-04,-3.745985E-05,5.388625E-05,3.486155E-04,2.117076E-07,38.02488,18.17974, 175
10/06/2020 00:00:41,4.461905E-05,2.18991E-03,-1.732108E-05,8.407834E-04,-4.178825E-05,4.569115E-05,3.445362E-04,1.946254E-07,38.03426,18.17971, 175
10/06/2020 00:01:01,4.495E-05,2.196938E-03,-2.237451E-05,8.33802E-04,-4.46393E-05,2.865819E-05,3.39686E-04,1.857197E-07,38.04197,18.17972, 175
10/06/2020 00:01:21,4.415E-05,2.189496E-03,-2.348478E-05,8.327283E-04,-4.383321E-05,2.603321E-05,3.412603E-04,1.798878E-07,38.02896,18.17972, 175
10/06/2020 00:01:41,4.455E-05,2.198749E-03,-2.379463E-05,8.335336E-04,-4.056858E-05,3.435393E-05,3.42023E-04,1.750846E-07,38.03225,18.17966, 175
10/06/2020 00:02:01,0.000045,2.197844E-03,-2.472416E-05,8.296608E-04,-4.262409E-05,1.587994E-05,3.410006E-04,1.708478E-07,38.03307,18.17967, 175
10/06/2020 00:02:21,0.0000449,2.195179E-03,-2.668652E-05,8.321532E-04,-4.336972E-05,1.994125E-05,3.413414E-04,1.675661E-07,38.02857,18.17963, 175
10/06/2020 00:02:41,4.515E-05,2.205638E-03,-2.012813E-05,8.363327E-04,-4.526401E-05,2.281388E-05,3.377547E-04,1.662165E-07,38.02179,18.1796, 175
10/06/2020 00:03:01,0.0000446,2.217808E-03,5.847209E-06,8.574029E-04,-1.070318E-05,5.525479E-05,3.604594E-04,1.822519E-07,38.00988,18.17952, 175
10/06/2020 00:03:21,0.0000436,2.183814E-03,-2.276181E-05,8.225096E-04,-4.526401E-05,2.702377E-05,3.384688E-04,1.680145E-07,38.01084,18.1795, 175
