Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
06/06/2020 00:00:20,4.361539E-05,1.889405E-03,-8.795615E-06,7.551143E-04,1.660704E-05,1.319535E-04,3.995445E-04,4.76921E-07,37.73246,18.18027, 175
06/06/2020 00:00:41,4.357143E-05,1.892496E-03,-8.960185E-06,7.545089E-04,1.978118E-05,1.391342E-04,4.126991E-04,5.406721E-07,37.67409,18.18034, 175
06/06/2020 00:01:01,4.365E-05,1.895164E-03,-1.124591E-05,7.546212E-04,2.399872E-05,1.34054E-04,4.258308E-04,5.762762E-07,37.74919,18.18034, 175
06/06/2020 00:01:21,0.000043,1.89627E-03,-1.194306E-05,7.63287E-04,2.821051E-05,1.426224E-04,4.248733E-04,5.788631E-07,37.76717,18.18031, 175
06/06/2020 00:01:41,0.0000426,1.888375E-03,6.343559E-08,7.627694E-04,2.994359E-05,1.398488E-04,4.197287E-04,5.740528E-07,37.74142,18.18033, 175
06/06/2020 00:02:01,4.305E-05,1.906831E-03,-1.026473E-05,7.588966E-04,2.272914E-05,1.430681E-04,4.208809E-04,5.421924E-07,37.68326,18.1803, 175
06/06/2020 00:02:21,4.385E-05,1.887973E-03,-9.825783E-06,7.626544E-04,2.321279E-05,1.565398E-04,4.195826E-04,5.612429E-07,37.65494,18.18027, 175
06/06/2020 00:02:41,0.0000431,1.900645E-03,-1.240783E-05,7.594717E-04,2.941963E-05,1.681293E-04,4.246948E-04,5.847899E-07,37.77117,18.18028, 175
06/06/2020 00:03:01,4.335E-05,1.893253E-03,-1.700386E-05,7.53375E-04,1.650214E-05,1.302899E-04,4.074756E-04,5.039493E-07,37.75573,18.18028, 175
06/06/2020 00:03:21,4.345E-05,1.890035E-03,-1.181396E-05,7.47355E-04,8.239786E-06,1.10231E-04,3.916196E-04,3.945556E-07,37.7439,18.18025, 175
06/06/2020 00:03:41,4.325E-05,1.889331E-03,-1.163321E-05,7.459937E-04,1.644169E-05,1.166696E-04,3.902563E-04,4.356715E-07,37.73518,18.18028, 175
06/06/2020 00:04:01,0.0000439,1.900796E-03,-1.292423E-05,7.458787E-04,1.877933E-05,1.206319E-04,3.994096E-04,4.459084E-07,37.72827,18.18022, 175
06/06/2020 00:04:21,0.0000439,1.879323E-03,-1.070368E-05,7.536051E-04,1.168579E-05,1.233064E-04,3.850143E-04,4.062082E-07,37.71486,18.18022, 175
06/06/2020 00:04:41,0.0000442,1.886464E-03,-1.093606E-05,7.577079E-04,2.684017E-05,1.361837E-04,4.128799E-04,5.153928E-07,37.69703,18.18024, 175
06/06/2020 00:05:01,4.395E-05,1.875803E-03,-1.116845E-05,7.545062E-04,1.575652E-05,1.248418E-04,3.980951E-04,4.763208E-07,37.66532,18.18021, 175
06/06/2020 00:05:21,4.405E-05,1.883799E-03,-1.122009E-05,7.447476E-04,1.668351E-05,1.191956E-04,3.862477E-04,4.331009E-07,37.73197,18.18025, 175
06/06/2020 00:05:41,4.435E-05,1.879474E-03,-8.818787E-06,7.414308E-04,7.111269E-06,1.469808E-04,3.76429E-04,3.881781E-07,37.71558,18.18016, 175
06/06/2020 00:06:01,4.445E-05,1.887621E-03,-1.393123E-05,7.525123E-04,1.098047E-05,1.462874E-04,3.864587E-04,4.161909E-07,37.71033,18.18021, 175
06/06/2020 00:06:21,0.0000452,1.871277E-03,-1.036801E-05,7.517646E-04,1.70664E-05,1.32271E-04,3.946707E-04,4.585067E-07,37.70405,18.18016, 175
06/06/2020 00:06:41,4.495E-05,1.878217E-03,-1.067786E-05,7.60277E-04,1.966602E-05,1.326672E-04,3.973648E-04,4.903229E-07,37.70814,18.18019, 175
06/06/2020 00:07:01,4.495E-05,0.0018752,-1.323408E-05,7.545829E-04,8.743588E-06,1.100824E-04,3.766725E-04,3.833536E-07,37.70176,18.18021, 175
06/06/2020 00:07:21,4.425E-05,1.878871E-03,-7.940894E-06,7.429454E-04,8.461459E-06,1.124102E-04,3.765264E-04,3.737541E-07,37.69002,18.18024, 175
06/06/2020 00:07:41,4.455E-05,1.877614E-03,-1.390541E-05,7.481794E-04,1.023484E-05,1.301908E-04,3.8839E-04,4.115583E-07,37.6821,18.18022, 175
06/06/2020 00:08:01,0.0000446,1.874999E-03,-8.328199E-06,7.478151E-04,2.119758E-05,1.188984E-04,3.972024E-04,4.48536E-07,37.67533,18.18022, 175
06/06/2020 00:08:21,4.535E-05,1.886816E-03,-1.333736E-05,7.458596E-04,1.13029E-05,1.163229E-04,3.833751E-04,3.985508E-07,37.6637,18.18024, 175
06/06/2020 00:08:41,4.465E-05,1.874647E-03,-8.224918E-06,7.436548E-04,1.329796E-05,1.346979E-04,3.857608E-04,4.308503E-07,37.62898,18.18019, 175
06/06/2020 00:09:01,4.485E-05,1.872736E-03,-1.416361E-05,7.541036E-04,1.460785E-05,1.386601E-04,3.963099E-04,4.460198E-07,37.7163,18.18021, 175
06/06/2020 00:09:21,0.0000452,1.883296E-03,-8.560583E-06,7.528766E-04,2.262838E-05,1.341531E-04,4.026392E-04,5.277927E-07,37.71628,18.18018, 175
06/06/2020 00:09:41,4.565E-05,1.881637E-03,-5.926901E-06,7.526273E-04,3.256336E-05,1.578275E-04,4.194041E-04,5.957898E-07,37.69304,18.18025, 175
06/06/2020 00:10:01,4.495E-05,1.873742E-03,-3.551423E-06,7.553114E-04,2.625576E-05,1.557473E-04,4.12815E-04,5.596826E-07,37.67028,18.18022, 175
06/06/2020 00:10:21,4.535E-05,1.865344E-03,-1.950557E-06,7.507484E-04,1.84569E-05,1.449502E-04,4.077352E-04,5.234777E-07,37.66614,18.18019, 175
