Time;Ed0Gnd;Ed0305;Ed0313;Ed0320;Ed0340;Ed0380;Ed0395;Ed0PAR
12,43389;0,0000422;0,01057406;0,06192316;0,1163496;0,2291466;0,3338725;0,3561325;0,000988404
12,43944;0,00004305;0,01061191;0,06200583;0,1164326;0,2291803;0,3338975;0,3561594;0,000988622
12,445;0,0000428;0,01054965;0,06142447;0,1151547;0,225757;0,3267982;0,3479519;0,000957163
12,45056;0,0000431;0,01041218;0,06033784;0,1127989;0,2193458;0,3130333;0,3317803;0,000891644
12,45611;0,000043;0,0107047;0,06206789;0,1162435;0,2278012;0,3299937;0,35139;0,000966287
12,46167;0,00004375;0,01084481;0,06279389;0,117617;0,2310176;0,33633;0,3587181;0,00099458
12,46722;0,0000431;0,01090091;0,06298296;0,1178833;0,2314554;0,336998;0,359464;0,000997285
12,47278;0,00004235;0,01094736;0,06310617;0,1180084;0,2315253;0,3369723;0,3594041;0,000997139
12,47833;0,000042;0,01100687;0,06331472;0,1183199;0,2320904;0,3378849;0,3604045;0,000999506
12,48389;0,0000418;0,01106156;0,06348786;0,1185737;0,2324785;0,3384312;0,3609818;0,001000913
12,48944;0,00004285;0,01110968;0,06361806;0,1187504;0,2326786;0,3386554;0,3612066;0,001001732
12,495;0,00004305;0,01114639;0,06368436;0,1187788;0,2325385;0,3382552;0,3607302;0,001000618
12,50056;0,00004365;0,01119844;0,06384484;0,119016;0,2329228;0,3389069;0,3614424;0,001002561
12,50611;0,00004395;0,01124888;0,06398806;0,1192179;0,2332158;0,33932;0,3618938;0,001003224
12,51167;0,0000438;0,01127421;0,06398302;0,1191216;0,232751;0,3382308;0,3605658;0,000997113
12,51722;0,0000431;0,01131552;0,06407622;0,1192042;0,2326992;0,3379239;0,3601772;0,000994867
12,52278;0,00004325;0,01136593;0,06422635;0,1194009;0,232979;0,338367;0,3606612;0,000996816
12,52833;0,0000431;0,01122894;0,06317389;0,1171772;0,2271339;0,3262426;0,346516;0,00094135
12,53389;0,00004335;0,01117984;0,0627222;0,1161843;0,2245354;0,3211728;0,3407723;0,000922372
12,53944;0,0000436;0,0108342;0,06034183;0,111297;0,2119036;0,2949268;0,3101927;0,000800179
12,545;0,0000437;0,01151737;0,06447587;0,1195017;0,2321389;0,3354943;0,3571225;0,000982065
12,55056;0,00004335;0,01172934;0,0656241;0,1216415;0,2371007;0,3448735;0,3678101;0,001020742
12,55611;0,00004325;0,0117953;0,06585079;0,1220035;0,2376695;0,3455814;0,3685192;0,001021696
12,56167;0,000043;0,01185567;0,06606473;0,1223186;0,2381852;0,346246;0,3691973;0,001022395
12,56722;0,00004335;0,01192949;0,06636347;0,122832;0,2392552;0,3481576;0,3713375;0,00102964
12,57278;0,00004445;0,01197461;0,06647606;0,1229742;0,2393958;0,3482587;0,3714253;0,001029617
12,57833;0,00004375;0,01203326;0,06667443;0,1232804;0,239989;0,349334;0,372636;0,001033983
12,58389;0,000044;0,01209841;0,06691617;0,1236676;0,2408003;0,3509533;0,3745287;0,001041981
12,58944;0,00004395;0,01201253;0,06622875;0,1222182;0,237066;0,3434882;0,3659097;0,001009385
12,595;0,0000441;0,01200827;0,06605411;0,1218064;0,2359927;0,3415939;0,363809;0,001002611
12,60056;0,0000436;0,01130722;0,06158494;0,1128298;0,2135716;0,296496;0,311648;0,000802466
12,60611;0,0000428;0,01106401;0,06001901;0,1096961;0,2061496;0,2828556;0,2963335;0,000753546
12,61167;0,00004215;0,01074152;0,05792702;0,105501;0,1956799;0,2620246;0,2723491;0,000664187
12,61722;0,000042;0,0114323;0,06198025;0,1134509;0,2150896;0,3006651;0,3169141;0,000833135
12,62278;0,00004255;0,01187847;0,06448764;0,1182595;0,2263212;0,3218844;0,3410579;0,000919261
12,62833;0,00004265;0,01221462;0,06630478;0,1217041;0,234216;0,3365624;0,3577171;0,00097816
12,63389;0,00004305;0,0123086;0,06666248;0,1222573;0,2349695;0,336942;0,3578411;0,000973181
12,63944;0,0000426;0,01259964;0,06823815;0,1252143;0,2418222;0,3499094;0,3726259;0,00102684
12,645;0,00004215;0,01276148;0,06901496;0,1266115;0,2448307;0,3551879;0,3785276;0,001046798
12,65056;0,00004305;0,01287292;0,06947498;0,1274144;0,2463588;0,3575607;0,3811028;0,001053593
12,65611;0,0000423;0,01301307;0,07010459;0,1285625;0,2487505;0,361733;0,3857858;0,0010684
12,66167;0,000042;0,01309997;0,07041387;0,1290869;0,2496301;0,3629861;0,3871048;0,00107159
12,66722;4,24E-05;0,01315929;0,07058048;0,1293147;0,2498819;0,3631399;0,3871795;0,001071732
12,67306;4,26E-05;0,01320391;0,07066516;0,1293783;0,2497115;0,362404;0,38624;0,001067413
12,67833;4,27E-05;0,01319605;0,0704506;0,1288246;0,248017;0,3585188;0,3816218;0,001047551
12,68389;0,00004285;0,01334287;0,07116962;0,130149;0,2510604;0,3645032;0,3885041;0,001075129
12,68944;0,00004375;0,01340851;0,07139294;0,1304796;0,2516044;0,3652966;0,3893477;0,001077225
12,695;0,000044;0,01346944;0,07158812;0,1307693;0,2521006;0,3660767;0,3902113;0,00107992
12,70056;0,0000441;0,01353543;0,07182278;0,1311402;0,2528018;0,3672593;0,3915131;0,001083413
12,70611;0,00004405;0,0135877;0,07197086;0,1313549;0,2531474;0,3678109;0,3921216;0,00108514
12,71167;0,00004465;0,01364228;0,07213037;0,1316065;0,2536249;0,3686945;0,3931498;0,001089051
12,71722;0,00004455;0,01368302;0,07222889;0,1317205;0,2538048;0,3690828;0,3936037;0,001091166
12,72278;0,00004405;0,01371849;0,07229297;0,1317767;0,253861;0,3692938;0,393871;0,001092283
12,72833;0,0000446;0,01372981;0,07221375;0,1315645;0,2533232;0,3684893;0,3930045;0,001090351
12,73389;0,0000442;0,01369975;0,07189421;0,1308932;0,251754;0,3658475;0,3901234;0,001083191
12,73944;0,00004445;0,01348459;0,07052434;0,1281638;0,2451878;0,3533959;0,3759707;0,00103308
12,745;0,00004345;0,01308666;0,06809068;0,1232868;0,2333029;0,3300897;0,3491764;0,000932502
12,75056;0,0000438;0,01310881;0,06805979;0,1231241;0,2326115;0,3284033;0,3471633;0,00092489
12,75611;0,0000443;0,01350836;0,07014761;0,1270985;0,2418419;0,3459756;0,3672172;0,000997319
12,76167;0,00004515;0,01371866;0,07116634;0,128968;0,2458974;0,3532086;0,3753493;0,001025492
12,76722;0,00004455;0,01383106;0,071596;0,1296905;0,2472177;0,3551414;0,3773925;0,001030392
12,77278;0,0000444;0,0139601;0,07217755;0,1306989;0,249323;0,3588568;0,3815442;0,001044703
12,77833;0,0000443;0,01424068;0,0736308;0,1334139;0,2556705;0,3711225;0,3956014;0,001096779
12,78389;0,00004335;0,01409352;0,07260242;0,1313316;0,2503299;0,3602121;0,382938;0,001047238
12,78944;0,00004335;0,01402974;0,07208956;0,1302331;0,2473262;0,3537201;0,3753088;0,001016017
12,795;0,00004265;0,01450107;0,07462138;0,1350677;0,2588202;0,3763162;0,4012654;0,001114021
12,80056;0,0000423;0,01456222;0,07480426;0,1353362;0,2591958;0,3766898;0,4016026;0,00111277
12,80611;0,00004225;0,01467897;0,07530641;0,1362298;0,2611523;0,3804185;0,4058557;0,001128735
12,81167;0,00004235;0,01474552;0,0755246;0,1365771;0,2618246;0,3816115;0,4072001;0,001133205
12,81722;0,000042;0,01479056;0,07562232;0,136716;0,2619842;0,3818432;0,4074603;0,001134604
12,82278;0,000042;0,01480857;0,07558107;0,1365385;0,2613349;0,3803392;0,4056469;0,001126347
12,82833;0,000042;0,01478862;0,07530304;0,1359124;0,2596191;0,3767372;0,4014203;0,001109011
12,83389;0,00004285;0,01493209;0,07598099;0,1371318;0,2624207;0,3822776;0,40783;0,001134505
12,83944;0,00004235;0,01490646;0,07568127;0,1364747;0,260699;0,3788942;0,4039503;0,001120526
12,845;0,00004295;0,01488956;0,0754344;0,1359213;0,2592295;0,3760005;0,4006482;0,001110258
12,85056;0,0000439;0,01500157;0,07591292;0,1367573;0,261086;0,379546;0,4046851;0,001124379
12,85611;0,0000442;0,0150823;0,07623175;0,1372985;0,2622717;0,3818356;0,4072995;0,001133134
12,86167;0,0000448;0,01512686;0,07635178;0,1374703;0,262614;0,3826118;0,4082044;0,001136805
12,86722;0,00004525;0,01512331;0,07618812;0,1370838;0,2615724;0,3806177;0,4059251;0,001129368
12,87278;0,00004515;0,014828;0,07438336;0,1335208;0,2528274;0,3631922;0,3858467;0,001053419
12,87833;0,00004405;0,01505095;0,07549796;0,1356079;0,2577543;0,372988;0,3971431;0,001096602
12,88389;0,00004335;0,01459412;0,07280964;0,1303778;0,2451745;0,348389;0,3689427;0,000993111
12,88944;0,00004355;0,01448474;0,07215392;0,1290951;0,2422806;0,3433133;0,3632847;0,000974665
12,895;0,00004285;0,01462645;0,07289577;0,1305783;0,2464843;0,3533871;0,3754013;0,00102915
12,90056;0,0000426;0,01392168;0,06887299;0,1227876;0,227893;0,317148;0,3338083;0,000873705
12,90611;0,0000424;0,01299404;0,06373898;0,1128949;0,2044412;0,2720623;0,2823113;0,000687028
12,91167;0,0000426;0,01237128;0,06019268;0,1060007;0,1878744;0,2397624;0,245385;0,000554593
12,91722;0,00004265;0,01454979;0,07189988;0,1282708;0,2397861;0,3386349;0,358035;0,000958771
12,92278;0,000042;0,01562366;0,0774269;0,1386236;0,2632095;0,3817607;0,4067252;0,001126353
12,92833;0,00004225;0,01608901;0,07970096;0,1428105;0,2722818;0,3977681;0,4245821;0,001184904
12,93389;0,0000428;0,01627119;0,08048644;0,1441912;0,2750415;0,4022148;0,4294595;0,001198265
12,93944;0,00004345;0,01640018;0,08101984;0,1450885;0,2768696;0,4053061;0,432882;0,001210172
12,945;0,00004315;0,01641974;0,08097239;0,144937;0,2764496;0,4046086;0,4321339;0,001208679
12,95056;0,00004225;0,01535763;0,07507388;0,1336076;0,249612;0,3526561;0,372633;0,000989537
12,95611;0,00004225;0,01602254;0,07859964;0,140285;0,2653622;0,3833001;0,4077584;0,001118617
12,96167;0,00004225;0,01663375;0,08170478;0,1461178;0,2788246;0,408753;0,4366855;0,001220671
12,96722;0,0000424;0,01685163;0,08273148;0,1480322;0,2833254;0,4175939;0,4468176;0,001258455
12,97278;0,0000429;0,01612204;0,07868656;0,1403233;0,2653707;0,3834424;0,4078533;0,001116647
12,97833;0,00004305;0,01627662;0,07959288;0,1421341;0,270583;0,3958676;0,4227527;0,001182517
12,98389;0,00004445;0,01435025;0,06924192;0,1225334;0,2254458;0,3111046;0,3264837;0,000841149
12,98944;0,0000443;0,01342142;0,06442639;0,1134708;0,2050577;0,2740564;0,2847992;0,000700605
12,995;0,00004345;0,01348766;0,06470318;0,1140244;0,2067388;0,2781991;0,2897257;0,000718933
13,00056;0,00004265;0,01278917;0,06092453;0,1068162;0,1898933;0,2461123;0,253224;0,000591225
13,00611;0,00004345;0,01266815;0,06017896;0,1053199;0,1862094;0,2388407;0,244898;0,000562787
13,01167;0,00004335;0,01362501;0,06509955;0,1145618;0,2074494;0,2788769;0,2903093;0,000720863
13,01722;0,00004225;0,01547843;0,0747623;0,1328722;0,2504469;0,3620509;0,3854346;0,001070038
13,02278;0,00004235;0,01446521;0,06927175;0,1224407;0,2260764;0,3154757;0,3323317;0,000877219
13,02833;0,00004265;0,01301948;0,06159061;0,1078088;0,1917529;0,2495193;0,2570494;0,000604357
13,03389;0,00004215;0,0142119;0,06773255;0,1193593;0,2184413;0,3003963;0,3150224;0,000812108
13,03944;0,0000423;0,01419149;0,06738149;0,1185331;0,2158175;0,2940561;0,3074163;0,000779647
13,045;0,00004265;0,01371343;0,06469831;0,1133313;0,2031408;0,2689167;0,2785601;0,0006747
13,05056;0,0000431;0,01403022;0,06616024;0,1159019;0,2082983;0,277171;0,287533;0,000700772
13,05611;0,000043;0,01569685;0,07461368;0,1317025;0,2442532;0,3443592;0,3637255;0,000969604
13,06167;0,000043;0,01680358;0,08014292;0,1420235;0,2678132;0,3889072;0,4144238;0,001152973
13,06722;0,0000429;0,01601617;0,07584131;0,1338148;0,2485206;0,3518993;0,3722269;0,001000439
13,07278;0,000043;0,01457868;0,06832065;0,1195388;0,2151601;0,2881016;0,2995146;0,000738943
13,07833;0,00004355;0,01527342;0,07172338;0,1258337;0,22927;0,3142447;0,3290541;0,000841381
13,08389;0,00004395;0,01605745;0,07556788;0,1329138;0,2450311;0,3431012;0,3616306;0,000954809
13,08944;0,0000435;0,01606209;0,07538696;0,1324465;0,2433774;0,339013;0,3566869;0,000931592
13,095;0,0000428;0,01594611;0,07466175;0,1309641;0,2395412;0,3311231;0,3475843;0,000898087
13,10056;0,0000425;0,01737882;0,08182224;0,1443501;0,2703354;0,3897532;0,4144248;0,001142003
13,10611;0,00004225;0,01644903;0,07685508;0,1348653;0,2477584;0,3454179;0,363519;0,000951185
13,11167;0,0000419;0,01676437;0,07831462;0,1374919;0,2534143;0,3554582;0,374715;0,000987823
13,11722;0,000042;0,01833349;0,08622245;0,1522996;0,2878095;0,4215839;0,4502625;0,001263813
13,12278;0,00004125;0,01788119;0,08377127;0,1476761;0,277128;0,4014745;0,4273789;0,001181444
13,12833;0,00004175;0,01756732;0,0820453;0,1443484;0,2692074;0,3859968;0,4096308;0,001115016
13,13389;0,0000417;0,01845797;0,08645666;0,1525514;0,2881852;0,4223661;0,451144;0,001265787
13,13944;0,000042;0,01797319;0,08387767;0,1477566;0,2775276;0,4032952;0,4297662;0,001194546
13,145;0,0000427;0,01511378;0,06933575;0,120564;0,2152773;0,2861796;0,2967755;0,000721626
13,15056;0,0000437;0,01323753;0,05991606;0,1029768;0,1754583;0,2124614;0,2135495;0,000438821
13,15611;0,0000428;0,01403237;0,063903;0,1104274;0,1926901;0,2454156;0,2510413;0,000568851
13,16167;0,0000422;0,01463957;0,06685544;0,1158697;0,2048722;0,2679468;0,276516;0,000658943
13,16722;0,00004195;0,01538927;0,07044582;0,1224792;0,219706;0,295462;0,307634;0,000767485
13,17278;0,00004185;0,01579533;0,07235909;0,1259301;0,2270871;0,3084148;0,3220869;0,000815586
13,17833;0,0000418;0,01818545;0,08414941;0,1478287;0,2769612;0,4022688;0,4286719;0,001196464
13,18389;0,000042;0,01820648;0,08402991;0,147481;0,2757319;0,3992731;0,4250774;0,001182352
13,18944;0,00004245;0,01735734;0,07964882;0,1392063;0,2563081;0,3616573;0,3820601;0,001023301
13,195;4,27E-05;0,01820034;0,08377783;0,1468628;0,2738439;0,395125;0,4202298;0,001163181
13,20056;0,00004325;0,01792744;0,0822781;0,1440513;0,267437;0,3832583;0,4067876;0,001115349
13,20611;0,00004295;0,01596921;0,07238255;0,1255299;0,2247746;0,3019707;0,3141753;0,000778714
13,21167;0,0000426;0,01614372;0,07327824;0,1272341;0,2289952;0,3109891;0,32473;0,000822354
13,21722;0,00004325;0,01508222;0,06789418;0,1171327;0,2057419;0,2667937;0,274428;0,000641201
13,22278;0,0000437;0,01622237;0,07351759;0,1275754;0,2295902;0,3119642;0,3257862;0,000826076
13,22833;0,0000438;0,01719064;0,07817716;0,1361777;0,2490895;0,3485147;0,3672252;0,000972634
13,23389;0,00004365;0,01671869;0,07574014;0,131601;0,2385344;0,3285081;0,3444331;0,000889329
13,23944;0,0000441;0,01667616;0,07545423;0,1310128;0,2370578;0,325667;0,341211;0,000878094
13,245;0,0000438;0,01693924;0,07658741;0,1330017;0,2409964;0,3319503;0,3480422;0,00089806
13,25056;0,0000435;0,01798163;0,08151898;0,1420005;0,2608691;0,3682249;0,388908;0,001039465
13,25611;0,00004465;0,01790732;0,08099453;0,1408775;0,2576521;0,3607903;0,3800424;0,001000442
13,26167;0,0000443;0,0186962;0,0846867;0,147621;0,2726133;0,3883504;0,4111869;0,001109047
13,26722;0,00004405;0,01947565;0,08840118;0,1543754;0,287541;0,4156852;0,4419886;0,001216561
13,27278;0,00004345;0,01985498;0,09003377;0,157299;0,29382;0,4268721;0,4544931;0,001257552
13,27833;0,00004315;0,01856206;0,08360371;0,1453622;0,2666227;0,375723;0,3964799;0,001052198
13,28389;0,00004285;0,01703439;0,07605463;0,131352;0,2347323;0,315729;0,3283427;0,000809328
13,28944;0,0000435;0,01751896;0,07838455;0,135608;0,244304;0,3336383;0,3486413;0,000880076
13,295;0,0000427;0,02028359;0,09179594;0,1603525;0,3005069;0,4394767;0,468819;0,001308867
13,30056;0,0000426;0,02014438;0,09093017;0,1587527;0,2969472;0,433009;0,461523;0,001283143
13,30611;0,0000424;0,0172413;0,07687278;0,1328698;0,2388419;0,3252061;0,3395778;0,000856117
13,31167;0,0000425;0,01543905;0,06821956;0,1170188;0,203829;0,2617228;0,2682922;0,000617869
13,31722;0,0000417;0,01670885;0,07444099;0,1286111;0,2308361;0,3141258;0,3281758;0,000834788
13,32278;0,00004195;0,01530093;0,06760986;0,1159482;0,2021374;0,2603432;0,2672215;0,000620768
13,32833;0,0000419;0,01576947;0,06976726;0,1199081;0,2109904;0,2768209;0,2858776;0,000686644
13,33389;0,000042;0,01647952;0,07303739;0,1257728;0,2235579;0,2988652;0,3104294;0,000766138
13,33944;0,00004185;0,01647674;0,07280663;0,1252034;0,2213901;0,2930535;0,3033717;0,000733318
13,345;0,00004195;0,01844074;0,08213346;0,1422631;0,2594414;0,3635191;0,3829979;0,001010426
13,35056;0,00004205;0,01851897;0,08220631;0,1422164;0,2585877;0,3605061;0,3792202;0,000993074
13,35611;0,00004185;0,01782358;0,07869949;0,1355947;0,242821;0,3293812;0,3434937;0,000858864
13,36167;0,00004115;0,02005272;0,08921571;0,1547416;0,2851298;0,4067715;0,4307111;0,001160877
13,36722;0,0000428;0,02197865;0,09818236;0,171054;0,3211039;0,4724685;0,5047342;0,001416986
13,37278;0,000044;0,02216002;0,09889854;0,1722897;0,3236468;0,4768689;0,5096051;0,001431944
13,37833;0,00004285;0,01994984;0,08816626;0,1526129;0,2796238;0,3953537;0,4174541;0,001108742
13,38389;0,0000431;0,01709288;0,07473681;0,1280618;0,2251096;0,2953591;0,3047195;0,000720164
13,38944;0,00004305;0,02136448;0,09515857;0,1656246;0,3104031;0,4564519;0,4877089;0,001373828
13,395;0,00004335;0,019151;0,08436061;0,1457348;0,2653083;0,3713128;0,3908964;0,001022583
13,40056;0,0000434;0,0184948;0,08126335;0,1401239;0,2533206;0,3506446;0,3680362;0,000952971
13,40611;0,00004365;0,01505018;0,06494616;0,1102274;0,1866304;0,2277652;0,2295002;0,000481461
13,41167;0,0000439;0,01653208;0,07205062;0,1232627;0,2161389;0,2833162;0,2924402;0,000698081
13,41722;0,00004375;0,01881967;0,08262836;0,1425321;0,2588556;0,3618824;0,3810736;0,001004554
13,42278;0,0000438;0,01963499;0,08620944;0,1488324;0,2717002;0,3830455;0,4041962;0,001072314
13,42833;0,00004425;0,02176403;0,096064;0,1666873;0,3110259;0,4550405;0,4853996;0,001355057
13,43389;0,0000439;0,02214351;0,09763534;0,1694942;0,3171363;0,4664315;0,4983205;0,001402303
13,43944;0,0000431;0,01808313;0,07831586;0,1341571;0,2381855;0,3202015;0,3330365;0,000823591
13,445;0,00004265;0,01744807;0,07543006;0,1289072;0,226855;0,3003723;0,3110065;0,000753918
13,45056;0,00004315;0,01823888;0,07899079;0,1353346;0,2410196;0,3263303;0,3402523;0,000852854
13,45611;0,000043;0,01933495;0,08402177;0,1444163;0,2609311;0,3627998;0,3814237;0,000997128
13,46167;0,00004305;0,01958101;0,08488418;0,1457853;0,263138;0,3653464;0,3839064;0,001000489
13,46722;0,00004345;0,02068273;0,08985391;0,1546359;0,2819306;0,3983583;0,4207235;0,001121885
13,47278;0,00004295;0,02242972;0,09774094;0,1688229;0,3126207;0,453309;0,4822866;0,001327153
13,47833;0,0000427;0,02301559;0,1002539;0,17324;0,3218608;0,4693858;0,500215;0,001386729
13,48389;0,000043;0,02316637;0,1007684;0,1740693;0,3233972;0,4717941;0,5028703;0,001395507
13,48944;0,0000422;0,02308996;0,1002736;0,173104;0,3211743;0,4678883;0,4985485;0,001383068
13,495;0,0000422;0,02241652;0,09696421;0,1669947;0,3073294;0,44195;0,4691493;0,001278306
13,50056;0,0000422;0,02223526;0,09603054;0,1652481;0,3033976;0,4348;0,4611319;0,001250806
13,50611;0,000042;0,02208164;0,09518601;0,1636576;0,2997954;0,4281404;0,4535997;0,001223911
13,51167;0,0000422;0,02102592;0,09017867;0,1544794;0,2791943;0,389745;0,4101403;0,00107145
13,51722;0,00004245;0,02163926;0,09296426;0,1595062;0,2904545;0,4110596;0,4344303;0,001160929
13,52278;0,0000425;0,02156404;0,09244724;0,158467;0,28771;0,4050993;0,4274228;0,001131154
13,52833;0,0000433;0,02275107;0,09785928;0,16826;0,3093724;0,4452012;0,472794;0,00129197
13,53389;0,000043;0,02270001;0,09743387;0,1674109;0,3072614;0,4408855;0,4678228;0,001272002
13,53944;0,0000424;0,02208747;0,09453082;0,1620599;0,2952399;0,4184961;0,4425214;0,001183385
13,545;0,00004315;0,02254808;0,09656642;0,1657055;0,3032259;0,4332338;0,4591792;0,001242856
13,55056;0,000043;0,02297916;0,09840011;0,168988;0,3103999;0,446474;0,4741101;0,001294747
13,55611;0,00004265;0,02315521;0,09909832;0,1702045;0,3130572;0,4514443;0,479749;0,001314341
13,56167;0,00004255;0,02307523;0,09860715;0,1692588;0,3110296;0,4480417;0,4760622;0,001303801
13,56722;0,0000423;0,0214858;0,09121412;0,1558414;0,2813525;0,3935749;0,4146505;0,001091698
13,57278;0,00004295;0,02203476;0,09365885;0,1602158;0,2909841;0,4113034;0,4346875;0,001162015
13,57833;0,0000431;0,02230808;0,09474503;0,1620825;0,2947754;0,4176977;0,4417657;0,001184146
13,58389;0,0000433;0,02236425;0,09485708;0,1621919;0,2946281;0,4166156;0,4403214;0,001174658
13,58944;0,0000422;0,0229647;0,09747822;0,1668733;0,3047153;0,4347396;0,4606771;0,00124432
13,595;0,00004225;0,02346605;0,09965243;0,1707391;0,3130055;0,4494368;0,4771106;0,00129865
13,60056;0,0000425;0,0239283;0,1016997;0,174415;0,3211357;0,4643851;0,4939751;0,001357057
13,60611;0,0000429;0,0241857;0,1028932;0,1766247;0,3264791;0,4750579;0,506279;0,001403285
13,61167;0,000043;0,02235477;0,09460349;0,1617563;0,2943102;0,4173285;0,4414871;0,001183415
13,61722;0,00004295;0,01993215;0,08372701;0,1422186;0,2517285;0,3400852;0,3545792;0,000884881
13,62278;0,00004215;0,02124284;0,08977778;0,1532374;0,2766981;0,387473;0,4084851;0,001078346
13,62833;0,00004285;0,02198544;0,09302375;0,1589672;0,288763;0,4083521;0,4316705;0,001153369
13,63389;0,0000425;0,0237396;0,1006889;0,1726086;0,3178636;0,4597355;0,4890658;0,001343457
13,63944;0,00004205;0,02355347;0,09961331;0,1705112;0,3125396;0,4486904;0,4763041;0,001295373
13,645;0,00004285;0,02244951;0,09444877;0,1610386;0,2910041;0,4079326;0,4300397;0,00113167
13,65056;0,0000421;0,02210978;0,09275014;0,1578154;0,2831765;0,3921328;0,4118332;0,001063883
13,65611;0,0000423;0,02410897;0,1016293;0,1737142;0,3177248;0,4547611;0,4823046;0,001304877
13,66167;0,00004185;0,02476663;0,1044132;0,1786485;0,3283815;0,4740731;0,5041074;0,001381467
13,66722;0,00004245;0,02404783;0,1010569;0,1725129;0,3145735;0,4484526;0,4751209;0,001280679
13,67278;0,00004265;0,02347251;0,09833293;0,167512;0,3031375;0,4267199;0,4504494;0,001193747
13,67833;0,00004305;0,02440687;0,102377;0,1746948;0,3186559;0,4548168;0,4820449;0,001302018
13,68389;0,00004325;0,02363227;0,09872399;0,1680083;0,3034381;0,4259758;0,4492521;0,001183568
13,68944;0,00004345;0,02339969;0,09754655;0,1657789;0,2980018;0,4149837;0,4365757;0,00113573
13,695;0,0000435;0,02395946;0,09989107;0,1698818;0,3066304;0,4300406;0,453333;0,001190696
13,70056;0,0000442;0,02385644;0,09933891;0,1688033;0,3039071;0,4242904;0,4466407;0,00116328
13,70611;0,0000433;0,02573956;0,1076455;0,1837097;0,336586;0,4840693;0,5140259;0,00139571
13,71167;0,00004345;0,02574982;0,1075889;0,1835901;0,3363053;0,4835282;0,5133727;0,001392353
13,71722;0,0000441;0,02491691;0,1038545;0,1768675;0,321755;0,4574007;0,484008;0,001292716
13,72278;4,41E-05;0,0242288;0,100795;0,1714355;0,3101984;0,4371309;0,4614308;0,001217887
13,72833;0,0000435;0,02362872;0,09810827;0,166627;0,299903;0,4189151;0,4411025;0,001151773
13,73389;0,00004335;0,02349665;0,09748876;0,1654937;0,2975086;0,4147714;0,436487;0,001136429
13,73944;0,00004395;0,02356933;0,09776279;0,1659932;0,2987102;0,4173481;0,4395053;0,001149347
13,745;0,00004305;0,02400914;0,09963571;0,1693433;0,30607;0,4308802;0,4548029;0,00120272
13,75056;0,0000432;0,0238129;0,09870151;0,1676299;0,302322;0,4240825;0,4471431;0,001176185
13,75611;0,0000438;0,02386279;0,09884959;0,1678748;0,3028724;0,4252173;0,4484501;0,001180819
13,76167;0,00004355;0,02387949;0,09888226;0,167927;0,303091;0,4259751;0,4493876;0,001185305
13,76722;0,0000438;0,02290093;0,09451453;0,1601142;0,2862836;0,3960456;0,415895;0,001074834
13,77278;0,0000431;0,02153239;0,08845951;0,1493276;0,2630729;0,3547338;0,3696842;0,000922393
13,77833;0,00004305;0,02084404;0,08542864;0,1439268;0,2514765;0,334177;0,3467076;0,000846209
13,78389;0,0000428;0,02044991;0,08357069;0,1405265;0,2437444;0,3195753;0,3301139;0,00078839
13,78944;0,00004295;0,02193098;0,08997411;0,151845;0,267867;0,3622858;0,3778948;0,000945929
13,795;0,0000426;0,02323696;0,09553636;0,1616204;0,2883323;0,3977687;0,4173609;0,001074112
13,80056;0,0000428;0,02506949;0,1033415;0,1754112;0,3176956;0,4498399;0,4755953;0,001268491
13,80611;0,00004315;0,02520222;0,1037104;0,1758931;0,3178867;0,4483829;0,4734587;0,00125369
13,81167;0,0000426;0,02703328;0,1115337;0,1897539;0,3475403;0,5012782;0,5327384;0,001453777
13,81722;0,0000422;0,02723076;0,1122216;0,1908817;0,3495624;0,5040388;0,5355743;0,001458262
13,82278;0,000042;0,02763026;0,1139034;0,1938597;0,3559554;0,5155071;0,5484208;0,001500778
13,82833;0,00004195;0,02765858;0,1139648;0,1939877;0,3564274;0,5167527;0,5498887;0,001505311
13,83389;0,000042;0,02697838;0,1110026;0,1887188;0,3452831;0,4971049;0,5278974;0,001429695
13,83944;0,00004205;0,02725243;0,1122393;0,1910254;0,3509997;0,5091044;0,541842;0,001484886
13,845;0,000042;0,02559261;0,1050397;0,1782728;0,3240643;0,4619953;0,4893484;0,001313038
13,85056;0,00004185;0,02429219;0,0994453;0,1684083;0,3034053;0,4262482;0,4496172;0,001184223
13,85611;0,00004215;0,02379842;0,09732951;0,1647163;0,2960316;0,4143106;0,4365718;0,001145303
13,86167;0,00004225;0,02234725;0,09100417;0,1534627;0,2719004;0,3712223;0,3882774;0,000983896
13,86722;0,00004295;0,02288615;0,09334382;0,1576552;0,2813471;0,3892008;0,4087214;0,001056183
13,87278;0,00004395;0,02347121;0,09579579;0,161986;0,2908832;0,4068929;0,4287422;0,001125643
13,87833;0,00004345;0,02364582;0,09643178;0,1630669;0,2930613;0,4105574;0,4327497;0,001137037
13,88389;0,00004365;0,02389353;0,09738271;0,1647079;0,2963682;0,4161295;0,4389006;0,00115575
13,88944;0,00004425;0,02361967;0,09610888;0,1623885;0,2913989;0,4073969;0,4291489;0,001123242
13,895;0,00004375;0,02327003;0,09457711;0,1596776;0,2857465;0,3978298;0,418588;0,00109095
13,90056;0,00004375;0,0231112;0,09383048;0,1583747;0,2832323;0,3940898;0,4146231;0,001080619
13,90611;0,00004385;0,02235115;0,09054937;0,1525916;0,2711175;0,3732276;0,3914863;0,001006546
