Software Version: bsiPRRinterface version 2.1.20, Measured Parameters recorded in: Calibrated Units, Ignoring data after range change in averages
Label,Ed0Gnd,Ed0305,Ed0313,Ed0320,Ed0340,Ed0380,Ed0395,Ed0PAR,Ed0Temp,Ed0Vin, # averaged, UVINDEX, , , 
ChannelType,0,2,4,6,8,9,10,18,22,27
Offset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WScale,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Units,V,µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µW/(cm²nm),µE/(cm²sec),°C,V
Equation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Comment,Lamp V-032(3/3/15),solar calibration completed 2/26/16,solar calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,lamp calibration completed 2/26/16,n/a,n/a
15/06/2020 00:00:20,4.297436E-05,1.673711E-03,-2.765114E-05,1.024998E-03,-4.396291E-05,5.390144E-06,3.652466E-04,1.333324E-07,37.70102,18.18033, 175
15/06/2020 00:00:41,4.338095E-05,1.681241E-03,-2.764925E-05,1.019066E-03,-4.560756E-05,8.898839E-06,3.701012E-04,1.34348E-07,37.72495,18.18034, 175
15/06/2020 00:01:01,4.355E-05,1.690595E-03,-2.81841E-05,1.023069E-03,-4.246287E-05,1.909927E-05,3.70765E-04,1.347903E-07,37.75831,18.18027, 175
15/06/2020 00:01:21,0.0000426,1.680789E-03,-3.376131E-05,1.017873E-03,-4.903245E-05,3.745557E-06,3.678113E-04,1.350643E-07,37.71921,18.18025, 175
15/06/2020 00:01:41,0.0000428,1.683756E-03,-3.376131E-05,1.018218E-03,-4.673511E-05,1.736579E-05,3.661884E-04,1.352027E-07,37.6553,18.18019, 175
15/06/2020 00:02:01,4.295E-05,1.685264E-03,-3.019809E-05,1.023606E-03,-4.84682E-05,1.885163E-05,3.639163E-04,1.350959E-07,37.70871,18.18021, 175
15/06/2020 00:02:21,4.245E-05,1.685013E-03,-3.061122E-05,1.017221E-03,-4.653359E-05,1.310637E-05,3.62975E-04,1.348507E-07,37.75288,18.18027, 175
15/06/2020 00:02:41,0.0000425,1.683253E-03,-2.650577E-05,1.020155E-03,-4.848835E-05,2.350727E-05,3.646791E-04,1.345741E-07,37.72864,18.18024, 175
15/06/2020 00:03:01,0.000042,1.672441E-03,-2.653159E-05,1.022015E-03,-4.911306E-05,6.321019E-06,3.673082E-04,1.339495E-07,37.70805,18.18025, 175
15/06/2020 00:03:21,4.165E-05,1.687477E-03,-2.898453E-05,1.01586E-03,-4.856896E-05,-3.683659E-06,3.681359E-04,1.330259E-07,37.69743,18.18024, 175
